lmd_A,baseline_A,corLDMmRT_A,corLDMmRT_CI_lower_A,corLDMmRT_CI_upper_A,corLDM_congruent_A,coef_A,p_value_A,BIC_A,ext_model,lmd_B,baseline_B,corLDMmRT_B,corLDMmRT_CI_lower_B,corLDMmRT_CI_upper_B,corLDM_congruent_B,coef_B,p_value_B,BIC_B,corpora,measure,stimuli,model,window_radius,embedding_size,family,base_BIC_A,base_BIC_B,C1_corr_dir,C0_bAB,C2_B_inCI,C1C2,C3_AB_pvalue,C1C2C3,C4_dBIC_AB,C1C2C3C4
euc_bnc_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.031,-0.172,0.118,0.0245470395384678,-0.53,0.001,1171,euc_bnc_ppmi_None_r10m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.03,-0.204,0.155,0.0245470395384678,-0.53,0.001,1172.3,bnc,euc,lowercase,ppmi_None,r_10,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.105,-0.265,0.023,0.0294215333650434,-0.57,0,1168.6,euc_bnc_ppmi_None_r3m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.103,-0.266,0.052,0.0294215333650434,-0.57,0,1169.9,bnc,euc,lowercase,ppmi_None,r_03,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.085,-0.233,0.067,0.026932301316599,-0.55,0,1169,euc_bnc_ppmi_None_r5m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.083,-0.257,0.09,0.026932301316599,-0.55,0,1170.4,bnc,euc,lowercase,ppmi_None,r_05,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.468,-0.584,-0.325,0.00260279680992484,0,0.002,1172.2,euc_bnc_probability_ratios_None_r1m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.465,-0.581,-0.341,0.00260279680992484,0,0.002,1173.7,bnc,euc,lowercase,probability_ratios_None,r_01,None,count,1147.89,1149.29,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.396,-0.517,-0.272,0.00459673140755428,0,0.044,1178.4,euc_bnc_probability_ratios_None_r10m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.394,-0.516,-0.25,0.00459673140755428,0,0.046,1179.7,bnc,euc,lowercase,probability_ratios_None,r_10,None,count,1147.89,1149.29,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.426,-0.527,-0.315,0.00272372780572816,0,0.013,1176.1,euc_bnc_probability_ratios_None_r3m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.424,-0.539,-0.319,0.00272372780572816,0,0.014,1177.5,bnc,euc,lowercase,probability_ratios_None,r_03,None,count,1147.89,1149.29,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.412,-0.524,-0.288,0.00330705723498784,0,0.025,1177.4,euc_bnc_probability_ratios_None_r5m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.411,-0.524,-0.278,0.00330705723498784,0,0.027,1178.7,bnc,euc,lowercase,probability_ratios_None,r_05,None,count,1147.89,1149.29,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.017,-0.197,0.22,-0.0903059370307614,22.9,0.298,1181.6,euc_bnc_skipgram_100_r1m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.016,-0.209,0.225,-0.0903059370307614,22.94,0.3,1182.8,bnc,euc,lowercase,skipgram,r_01,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_bnc_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.132,-0.102,0.32,-0.157779335744934,119.7,0.002,1172.1,euc_bnc_skipgram_100_r10m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.131,-0.083,0.308,-0.157779335744934,120.41,0.002,1173.3,bnc,euc,lowercase,skipgram,r_10,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.123,-0.087,0.308,-0.101645425254499,56.93,0.028,1177.6,euc_bnc_skipgram_100_r3m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.122,-0.098,0.352,-0.101645425254499,57.28,0.028,1178.8,bnc,euc,lowercase,skipgram,r_03,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.149,-0.041,0.297,-0.072681039060869,77.01,0.008,1175.2,euc_bnc_skipgram_100_r5m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.148,-0.047,0.345,-0.072681039060869,77.58,0.008,1176.4,bnc,euc,lowercase,skipgram,r_05,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.003,-0.206,0.189,-0.0718163865927805,17.03,0.428,1182.1,euc_bnc_skipgram_200_r1m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.003,-0.253,0.212,-0.0718163865927805,17.11,0.429,1183.3,bnc,euc,lowercase,skipgram,r_01,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_bnc_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.085,-0.267,0.099,-0.0738808547969444,76.37,0.026,1177.4,euc_bnc_skipgram_200_r10m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.086,-0.306,0.086,-0.0738808547969444,76.63,0.026,1178.7,bnc,euc,lowercase,skipgram,r_10,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.004,-0.2,0.222,-0.036433051790464,34.1,0.138,1180.4,euc_bnc_skipgram_200_r3m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.004,-0.187,0.211,-0.036433051790464,34.19,0.139,1181.6,bnc,euc,lowercase,skipgram,r_03,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_bnc_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.02,-0.21,0.191,-0.0742488990015853,48.71,0.07,1179.2,euc_bnc_skipgram_200_r5m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.021,-0.226,0.199,-0.0742488990015853,48.93,0.07,1180.5,bnc,euc,lowercase,skipgram,r_05,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_bnc_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.062,-0.161,0.249,-0.0870039383908926,23.7,0.261,1181.4,euc_bnc_skipgram_300_r1m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.061,-0.14,0.27,-0.0870039383908926,23.74,0.264,1182.6,bnc,euc,lowercase,skipgram,r_01,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_bnc_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.177,-0.369,0.002,-0.0376331748380435,50.13,0.101,1179.9,euc_bnc_skipgram_300_r10m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.178,-0.348,0.033,-0.0376331748380435,50.24,0.102,1181.1,bnc,euc,lowercase,skipgram,r_10,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_bnc_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.024,-0.186,0.236,-0.0615796197366888,33.18,0.122,1180.2,euc_bnc_skipgram_300_r3m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.023,-0.205,0.232,-0.0615796197366888,33.19,0.125,1181.4,bnc,euc,lowercase,skipgram,r_03,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_bnc_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.083,-0.269,0.085,-0.0370057766113786,35.93,0.136,1180.4,euc_bnc_skipgram_300_r5m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.085,-0.271,0.088,-0.0370057766113786,35.76,0.14,1181.6,bnc,euc,lowercase,skipgram,r_05,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_bnc_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.032,-0.175,0.254,-0.0705216731759183,24.36,0.287,1181.5,euc_bnc_skipgram_50_r1m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.032,-0.183,0.211,-0.0705216731759183,24.56,0.286,1182.7,bnc,euc,lowercase,skipgram,r_01,50,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_bnc_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.172,-0.037,0.364,-0.138550026188446,91.38,0.006,1174.7,euc_bnc_skipgram_50_r10m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.172,-0.043,0.386,-0.138550026188446,92.44,0.006,1175.8,bnc,euc,lowercase,skipgram,r_10,50,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_skipgram_50_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.191,0,0.354,-0.135104952823161,57,0.038,1178.1,euc_bnc_skipgram_50_r3m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_50_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.191,-0.007,0.384,-0.135104952823161,57.47,0.037,1179.3,bnc,euc,lowercase,skipgram,r_03,50,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_skipgram_50_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.267,0.053,0.455,-0.0780106944332751,70.81,0.014,1176.3,euc_bnc_skipgram_50_r5m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_50_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.266,0.105,0.431,-0.0780106944332751,71.39,0.014,1177.5,bnc,euc,lowercase,skipgram,r_05,50,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_skipgram_500_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.06,-0.178,0.277,-0.0809696113752722,20.31,0.36,1181.9,euc_bnc_skipgram_500_r1m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_500_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.06,-0.178,0.279,-0.0809696113752722,20.42,0.36,1183.1,bnc,euc,lowercase,skipgram,r_01,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_bnc_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.272,-0.453,-0.051,-0.0259203022124023,22.73,0.412,1182,euc_bnc_skipgram_500_r10m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.273,-0.43,-0.086,-0.0259203022124023,22.65,0.416,1183.3,bnc,euc,lowercase,skipgram,r_10,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_bnc_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.032,-0.178,0.239,-0.0297080982483717,34.23,0.088,1179.6,euc_bnc_skipgram_500_r3m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.031,-0.204,0.23,-0.0297080982483717,34.17,0.091,1180.9,bnc,euc,lowercase,skipgram,r_03,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_bnc_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.09,-0.285,0.138,-0.03986384210067,31.68,0.126,1180.2,euc_bnc_skipgram_500_r5m_RT ~ country + Letters_n + Syllables_n+logBNC,euc_bnc_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.092,-0.297,0.116,-0.03986384210067,31.46,0.131,1181.5,bnc,euc,lowercase,skipgram,r_05,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_100_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.102,-0.289,0.092,-0.0687240925765123,-51.36,0.608,1182.5,cor_bnc_cbow_100_r1m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_100_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.1,-0.327,0.131,-0.0687240925765123,-50.24,0.618,1183.7,bnc,cor,lowercase,cbow,r_01,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_100_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.21,0.039,0.401,-0.190914442484067,74.27,0.288,1181.5,cor_bnc_cbow_100_r10m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_100_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.212,0.014,0.382,-0.190914442484067,76.39,0.277,1182.7,bnc,cor,lowercase,cbow,r_10,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_100_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.111,-0.068,0.28,-0.16597481500349,41.62,0.529,1182.3,cor_bnc_cbow_100_r3m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_100_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.113,-0.067,0.297,-0.16597481500349,44.04,0.508,1183.5,bnc,cor,lowercase,cbow,r_03,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_100_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.127,-0.056,0.329,-0.196263375059093,45.47,0.511,1182.3,cor_bnc_cbow_100_r5m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_100_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.129,-0.045,0.301,-0.196263375059093,47.61,0.494,1183.5,bnc,cor,lowercase,cbow,r_05,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_200_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.062,-0.253,0.154,-0.0814268651674411,-45.52,0.674,1182.6,cor_bnc_cbow_200_r1m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_200_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.06,-0.24,0.123,-0.0814268651674411,-43.69,0.688,1183.8,bnc,cor,lowercase,cbow,r_01,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.191,0.01,0.358,-0.194377476545754,60.29,0.409,1182,cor_bnc_cbow_200_r10m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.193,-0.012,0.391,-0.194377476545754,62.8,0.393,1183.2,bnc,cor,lowercase,cbow,r_10,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.121,-0.054,0.321,-0.15748228378205,41.47,0.607,1182.5,cor_bnc_cbow_200_r3m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.123,-0.058,0.294,-0.15748228378205,43.92,0.589,1183.7,bnc,cor,lowercase,cbow,r_03,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.224,0.042,0.388,-0.209288294816273,92.63,0.223,1181.2,cor_bnc_cbow_200_r5m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.226,0.051,0.409,-0.209288294816273,95.33,0.213,1182.3,bnc,cor,lowercase,cbow,r_05,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.064,-0.277,0.116,-0.0823406389013217,-61.45,0.6,1182.5,cor_bnc_cbow_300_r1m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.062,-0.252,0.115,-0.0823406389013217,-59.78,0.612,1183.7,bnc,cor,lowercase,cbow,r_01,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.184,0.018,0.343,-0.203385495041695,74.1,0.323,1181.7,cor_bnc_cbow_300_r10m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.186,0.004,0.364,-0.203385495041695,76.77,0.308,1182.9,bnc,cor,lowercase,cbow,r_10,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.096,-0.078,0.269,-0.156911391571155,32.99,0.67,1182.6,cor_bnc_cbow_300_r3m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.098,-0.076,0.301,-0.156911391571155,35.64,0.647,1183.7,bnc,cor,lowercase,cbow,r_03,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.165,-0.025,0.343,-0.192892177665884,61.42,0.386,1182,cor_bnc_cbow_300_r5m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.168,-0.024,0.336,-0.192892177665884,64.12,0.368,1183.1,bnc,cor,lowercase,cbow,r_05,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.02,-0.218,0.192,-0.114649046991541,7.12,0.927,1182.8,cor_bnc_cbow_50_r1m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.018,-0.195,0.21,-0.114649046991541,8.93,0.909,1184,bnc,cor,lowercase,cbow,r_01,50,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.194,0.006,0.376,-0.190015508993938,53.94,0.337,1181.8,cor_bnc_cbow_50_r10m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.196,0.003,0.396,-0.190015508993938,55.85,0.323,1182.9,bnc,cor,lowercase,cbow,r_10,50,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.075,-0.092,0.254,-0.178100006452213,42.43,0.495,1182.3,cor_bnc_cbow_50_r3m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.079,-0.129,0.307,-0.178100006452213,45.16,0.47,1183.4,bnc,cor,lowercase,cbow,r_03,50,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.162,-0.014,0.344,-0.197444241993504,58.03,0.305,1181.6,cor_bnc_cbow_50_r5m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.165,-0.051,0.368,-0.197444241993504,60.38,0.289,1182.8,bnc,cor,lowercase,cbow,r_05,50,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.069,-0.249,0.1,-0.0772756860768509,-78.09,0.509,1182.3,cor_bnc_cbow_500_r1m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.067,-0.258,0.126,-0.0772756860768509,-76.77,0.519,1183.5,bnc,cor,lowercase,cbow,r_01,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.185,-0.003,0.361,-0.188612554966859,74.1,0.314,1181.7,cor_bnc_cbow_500_r10m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.187,-0.031,0.343,-0.188612554966859,76.31,0.303,1182.8,bnc,cor,lowercase,cbow,r_10,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.163,-0.033,0.33,-0.184887989103339,59.67,0.477,1182.2,cor_bnc_cbow_500_r3m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.165,-0.042,0.356,-0.184887989103339,62.55,0.459,1183.4,bnc,cor,lowercase,cbow,r_03,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.199,-0.004,0.395,-0.224532678659428,95.93,0.221,1181.2,cor_bnc_cbow_500_r5m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.202,-0.006,0.382,-0.224532678659428,99.23,0.208,1182.3,bnc,cor,lowercase,cbow,r_05,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.334,-0.484,-0.13,0.011047223274121,-60.3,0.486,1182.2,cor_bnc_conditional_probability_None_r1m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.335,-0.489,-0.163,0.011047223274121,-62.74,0.471,1183.4,bnc,cor,lowercase,conditional_probability_None,r_01,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.358,-0.49,-0.207,0.0334326049021723,-613.19,0.151,1180.6,cor_bnc_conditional_probability_None_r10m_RT ~ country + Letters_n + Syllables_n+logBNC,cor_bnc_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.357,-0.511,-0.234,0.0334326049021723,-608.68,0.157,1181.8,bnc,cor,lowercase,conditional_probability_None,r_10,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
