lmd_A,baseline_A,corLDMmRT_A,corLDMmRT_CI_lower_A,corLDMmRT_CI_upper_A,corLDM_congruent_A,coef.subtitles_conditional_probability_ngram_None_r1_A,p_value_A,BIC_A,ext_model,lmd_B,baseline_B,corLDMmRT_B,corLDMmRT_CI_lower_B,corLDMmRT_CI_upper_B,corLDM_congruent_B,coef.subtitles_conditional_probability_ngram_None_r1_B,p_value_B,BIC_B,corpora,measure,stimuli,model,window_radius,embedding_size,family,base_BIC_A,base_BIC_B,C1_corr_dir,C0_bAB,C2_B_inCI,C1C2,C3_AB_pvalue,C1C2C3,C4_dBIC_AB,C1C2C3C4
cor_bnc_conditional_probability_None_r3,m_RT ~ country +  Letters_n + logBNC,-0.336,-0.494,-0.194,0.0362855552141595,-120.3,0.47,1177.8,cor_bnc_conditional_probability_None_r3m_RT ~ country +  Letters_n + logBNC,cor_bnc_conditional_probability_None_r3,m_RT ~ country +  Letters_n + logBNC,-0.336,-0.451,-0.185,0.0362855552141595,-122.03,0.466,1179,bnc,cor,lowercase,conditional_probability_None,r_03,None,count,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_conditional_probability_None_r5,m_RT ~ country +  Letters_n + logBNC,-0.344,-0.459,-0.224,0.0410356590081035,-271.68,0.317,1177.3,cor_bnc_conditional_probability_None_r5m_RT ~ country +  Letters_n + logBNC,cor_bnc_conditional_probability_None_r5,m_RT ~ country +  Letters_n + logBNC,-0.344,-0.484,-0.196,0.0410356590081035,-273.09,0.317,1178.5,bnc,cor,lowercase,conditional_probability_None,r_05,None,count,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_log_cooccurrence_None_r1,m_RT ~ country +  Letters_n + logBNC,-0.475,-0.617,-0.287,0.0321496021528788,-673.2,0.004,1169.4,cor_bnc_log_cooccurrence_None_r1m_RT ~ country +  Letters_n + logBNC,cor_bnc_log_cooccurrence_None_r1,m_RT ~ country +  Letters_n + logBNC,-0.473,-0.611,-0.318,0.0321496021528788,-671.17,0.004,1170.8,bnc,cor,lowercase,log_cooccurrence_None,r_01,None,count,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_log_cooccurrence_None_r10,m_RT ~ country +  Letters_n + logBNC,-0.461,-0.567,-0.315,0.0248226436291993,-599.33,0.005,1170,cor_bnc_log_cooccurrence_None_r10m_RT ~ country +  Letters_n + logBNC,cor_bnc_log_cooccurrence_None_r10,m_RT ~ country +  Letters_n + logBNC,-0.459,-0.593,-0.317,0.0248226436291993,-593.89,0.006,1171.4,bnc,cor,lowercase,log_cooccurrence_None,r_10,None,count,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_log_cooccurrence_None_r3,m_RT ~ country +  Letters_n + logBNC,-0.482,-0.615,-0.358,0.0402642734092449,-750.83,0.001,1167,cor_bnc_log_cooccurrence_None_r3m_RT ~ country +  Letters_n + logBNC,cor_bnc_log_cooccurrence_None_r3,m_RT ~ country +  Letters_n + logBNC,-0.48,-0.582,-0.329,0.0402642734092449,-745.86,0.001,1168.5,bnc,cor,lowercase,log_cooccurrence_None,r_03,None,count,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_log_cooccurrence_None_r5,m_RT ~ country +  Letters_n + logBNC,-0.474,-0.603,-0.337,0.0314147261086757,-682.59,0.002,1168.2,cor_bnc_log_cooccurrence_None_r5m_RT ~ country +  Letters_n + logBNC,cor_bnc_log_cooccurrence_None_r5,m_RT ~ country +  Letters_n + logBNC,-0.472,-0.597,-0.34,0.0314147261086757,-677.18,0.002,1169.7,bnc,cor,lowercase,log_cooccurrence_None,r_05,None,count,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_pmi_None_r1,m_RT ~ country +  Letters_n + logBNC,-0.492,-0.62,-0.345,0.125040172529151,-2504.15,0.011,1171.5,cor_bnc_pmi_None_r1m_RT ~ country +  Letters_n + logBNC,cor_bnc_pmi_None_r1,m_RT ~ country +  Letters_n + logBNC,-0.491,-0.618,-0.352,0.125040172529151,-2504.58,0.012,1172.8,bnc,cor,lowercase,pmi_None,r_01,None,count,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_bnc_pmi_None_r10,m_RT ~ country +  Letters_n + logBNC,-0.055,-0.297,0.178,-0.0636729174436595,74.32,0.91,1178.3,cor_bnc_pmi_None_r10m_RT ~ country +  Letters_n + logBNC,cor_bnc_pmi_None_r10,m_RT ~ country +  Letters_n + logBNC,-0.052,-0.249,0.132,-0.0636729174436595,93.35,0.888,1179.5,bnc,cor,lowercase,pmi_None,r_10,None,count,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_pmi_None_r3,m_RT ~ country +  Letters_n + logBNC,-0.309,-0.478,-0.109,0.0185160118826612,-1084.3,0.169,1176.3,cor_bnc_pmi_None_r3m_RT ~ country +  Letters_n + logBNC,cor_bnc_pmi_None_r3,m_RT ~ country +  Letters_n + logBNC,-0.306,-0.502,-0.058,0.0185160118826612,-1062.79,0.181,1177.6,bnc,cor,lowercase,pmi_None,r_03,None,count,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_pmi_None_r5,m_RT ~ country +  Letters_n + logBNC,-0.215,-0.38,-0.003,-0.0247539439734487,-667.64,0.343,1177.4,cor_bnc_pmi_None_r5m_RT ~ country +  Letters_n + logBNC,cor_bnc_pmi_None_r5,m_RT ~ country +  Letters_n + logBNC,-0.212,-0.428,0.037,-0.0247539439734487,-643.75,0.363,1178.7,bnc,cor,lowercase,pmi_None,r_05,None,count,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_ppmi_None_r1,m_RT ~ country +  Letters_n + logBNC,-0.419,-0.56,-0.285,0.103427783633201,-2346.61,0.07,1174.8,cor_bnc_ppmi_None_r1m_RT ~ country +  Letters_n + logBNC,cor_bnc_ppmi_None_r1,m_RT ~ country +  Letters_n + logBNC,-0.417,-0.55,-0.277,0.103427783633201,-2347.42,0.071,1176.1,bnc,cor,lowercase,ppmi_None,r_01,None,count,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_ppmi_None_r10,m_RT ~ country +  Letters_n + logBNC,0.143,-0.085,0.326,-0.119135127889056,1007,0.274,1177.1,cor_bnc_ppmi_None_r10m_RT ~ country +  Letters_n + logBNC,cor_bnc_ppmi_None_r10,m_RT ~ country +  Letters_n + logBNC,0.145,-0.059,0.334,-0.119135127889056,1037.6,0.263,1178.2,bnc,cor,lowercase,ppmi_None,r_10,None,count,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_ppmi_None_r3,m_RT ~ country +  Letters_n + logBNC,-0.176,-0.387,0.052,-0.0395713407207588,-732.04,0.525,1177.9,cor_bnc_ppmi_None_r3m_RT ~ country +  Letters_n + logBNC,cor_bnc_ppmi_None_r3,m_RT ~ country +  Letters_n + logBNC,-0.173,-0.38,0.035,-0.0395713407207588,-690.72,0.551,1179.1,bnc,cor,lowercase,ppmi_None,r_03,None,count,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_ppmi_None_r5,m_RT ~ country +  Letters_n + logBNC,-0.066,-0.286,0.16,-0.0866563440078693,-197.05,0.847,1178.3,cor_bnc_ppmi_None_r5m_RT ~ country +  Letters_n + logBNC,cor_bnc_ppmi_None_r5,m_RT ~ country +  Letters_n + logBNC,-0.063,-0.305,0.188,-0.0866563440078693,-151.62,0.883,1179.5,bnc,cor,lowercase,ppmi_None,r_05,None,count,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_probability_ratios_None_r1,m_RT ~ country +  Letters_n + logBNC,-0.35,-0.462,-0.246,0.26903074941367,-191865.96,0,1155.2,cor_bnc_probability_ratios_None_r1m_RT ~ country +  Letters_n + logBNC,cor_bnc_probability_ratios_None_r1,m_RT ~ country +  Letters_n + logBNC,-0.351,-0.478,-0.227,0.26903074941367,-193473.79,0,1156.2,bnc,cor,lowercase,probability_ratios_None,r_01,None,count,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_probability_ratios_None_r10,m_RT ~ country +  Letters_n + logBNC,0.251,0.045,0.444,-0.169686355626178,8016.3,0.049,1174.2,cor_bnc_probability_ratios_None_r10m_RT ~ country +  Letters_n + logBNC,cor_bnc_probability_ratios_None_r10,m_RT ~ country +  Letters_n + logBNC,0.253,0.019,0.447,-0.169686355626178,8176.98,0.046,1175.3,bnc,cor,lowercase,probability_ratios_None,r_10,None,count,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_bnc_probability_ratios_None_r3,m_RT ~ country +  Letters_n + logBNC,0.186,-0.022,0.365,-0.176322397035146,5093.55,0.28,1177.1,cor_bnc_probability_ratios_None_r3m_RT ~ country +  Letters_n + logBNC,cor_bnc_probability_ratios_None_r3,m_RT ~ country +  Letters_n + logBNC,0.189,-0.041,0.364,-0.176322397035146,5276.03,0.266,1178.2,bnc,cor,lowercase,probability_ratios_None,r_03,None,count,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_probability_ratios_None_r5,m_RT ~ country +  Letters_n + logBNC,0.121,-0.084,0.297,-0.282733335898993,5407.52,0.285,1177.1,cor_bnc_probability_ratios_None_r5m_RT ~ country +  Letters_n + logBNC,cor_bnc_probability_ratios_None_r5,m_RT ~ country +  Letters_n + logBNC,0.126,-0.095,0.312,-0.282733335898993,5760.18,0.258,1178.2,bnc,cor,lowercase,probability_ratios_None,r_05,None,count,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_100_r1,m_RT ~ country +  Letters_n + logBNC,-0.024,-0.244,0.186,-0.12125311392306,25.23,0.818,1178.3,cor_bnc_skipgram_100_r1m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_100_r1,m_RT ~ country +  Letters_n + logBNC,-0.022,-0.217,0.185,-0.12125311392306,26.84,0.808,1179.5,bnc,cor,lowercase,skipgram,r_01,100,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_100_r10,m_RT ~ country +  Letters_n + logBNC,0.147,-0.063,0.309,-0.241976221037885,268.66,0.064,1174.7,cor_bnc_skipgram_100_r10m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_100_r10,m_RT ~ country +  Letters_n + logBNC,0.147,-0.042,0.317,-0.241976221037885,272.26,0.062,1175.8,bnc,cor,lowercase,skipgram,r_10,100,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_100_r3,m_RT ~ country +  Letters_n + logBNC,0.043,-0.17,0.264,-0.155877051679834,115.3,0.336,1177.3,cor_bnc_skipgram_100_r3m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_100_r3,m_RT ~ country +  Letters_n + logBNC,0.044,-0.166,0.256,-0.155877051679834,118.13,0.327,1178.5,bnc,cor,lowercase,skipgram,r_03,100,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_100_r5,m_RT ~ country +  Letters_n + logBNC,0.123,-0.112,0.282,-0.138198452529051,222.44,0.096,1175.4,cor_bnc_skipgram_100_r5m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_100_r5,m_RT ~ country +  Letters_n + logBNC,0.124,-0.063,0.291,-0.138198452529051,226.67,0.092,1176.5,bnc,cor,lowercase,skipgram,r_05,100,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_200_r1,m_RT ~ country +  Letters_n + logBNC,-0.071,-0.286,0.144,-0.116325934833354,-0.09,0.999,1178.3,cor_bnc_skipgram_200_r1m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_200_r1,m_RT ~ country +  Letters_n + logBNC,-0.069,-0.284,0.132,-0.116325934833354,2.31,0.986,1179.5,bnc,cor,lowercase,skipgram,r_01,200,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_200_r10,m_RT ~ country +  Letters_n + logBNC,0.005,-0.217,0.191,-0.150286262594135,189.18,0.223,1176.8,cor_bnc_skipgram_200_r10m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_200_r10,m_RT ~ country +  Letters_n + logBNC,0.005,-0.178,0.221,-0.150286262594135,192.56,0.218,1177.9,bnc,cor,lowercase,skipgram,r_10,200,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_200_r3,m_RT ~ country +  Letters_n + logBNC,-0.056,-0.238,0.132,-0.0732513446887955,27.41,0.83,1178.3,cor_bnc_skipgram_200_r3m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_200_r3,m_RT ~ country +  Letters_n + logBNC,-0.055,-0.233,0.131,-0.0732513446887955,29.3,0.82,1179.5,bnc,cor,lowercase,skipgram,r_03,200,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_200_r5,m_RT ~ country +  Letters_n + logBNC,-0.037,-0.243,0.195,-0.13374431668317,78.38,0.553,1178,cor_bnc_skipgram_200_r5m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_200_r5,m_RT ~ country +  Letters_n + logBNC,-0.036,-0.242,0.161,-0.13374431668317,81.76,0.538,1179.1,bnc,cor,lowercase,skipgram,r_05,200,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_300_r1,m_RT ~ country +  Letters_n + logBNC,0.001,-0.206,0.199,-0.151801554100893,69.85,0.626,1178.1,cor_bnc_skipgram_300_r1m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_300_r1,m_RT ~ country +  Letters_n + logBNC,0.002,-0.184,0.216,-0.151801554100893,72.33,0.616,1179.3,bnc,cor,lowercase,skipgram,r_01,300,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_300_r10,m_RT ~ country +  Letters_n + logBNC,-0.031,-0.246,0.19,-0.101932631832423,204.11,0.22,1176.7,cor_bnc_skipgram_300_r10m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_300_r10,m_RT ~ country +  Letters_n + logBNC,-0.03,-0.225,0.173,-0.101932631832423,207.4,0.215,1177.9,bnc,cor,lowercase,skipgram,r_10,300,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_300_r3,m_RT ~ country +  Letters_n + logBNC,-0.053,-0.271,0.177,-0.128306715451273,39.67,0.78,1178.2,cor_bnc_skipgram_300_r3m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_300_r3,m_RT ~ country +  Letters_n + logBNC,-0.052,-0.292,0.176,-0.128306715451273,41.99,0.769,1179.4,bnc,cor,lowercase,skipgram,r_03,300,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_300_r5,m_RT ~ country +  Letters_n + logBNC,-0.093,-0.311,0.125,-0.0870446586119433,74.28,0.619,1178.1,cor_bnc_skipgram_300_r5m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_300_r5,m_RT ~ country +  Letters_n + logBNC,-0.094,-0.325,0.093,-0.0870446586119433,74.45,0.621,1179.3,bnc,cor,lowercase,skipgram,r_05,300,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_50_r1,m_RT ~ country +  Letters_n + logBNC,-0.098,-0.307,0.12,-0.0952439092690531,-11.69,0.914,1178.3,cor_bnc_skipgram_50_r1m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_50_r1,m_RT ~ country +  Letters_n + logBNC,-0.096,-0.297,0.112,-0.0952439092690531,-9.71,0.929,1179.5,bnc,cor,lowercase,skipgram,r_01,50,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_50_r10,m_RT ~ country +  Letters_n + logBNC,0.178,-0.01,0.375,-0.205685432625185,223.6,0.066,1174.8,cor_bnc_skipgram_50_r10m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_50_r10,m_RT ~ country +  Letters_n + logBNC,0.18,-0.033,0.387,-0.205685432625185,228.18,0.062,1175.8,bnc,cor,lowercase,skipgram,r_10,50,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_50_r3,m_RT ~ country +  Letters_n + logBNC,0.105,-0.079,0.304,-0.182916434766251,88.54,0.439,1177.7,cor_bnc_skipgram_50_r3m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_50_r3,m_RT ~ country +  Letters_n + logBNC,0.106,-0.075,0.287,-0.182916434766251,91.13,0.428,1178.9,bnc,cor,lowercase,skipgram,r_03,50,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_50_r5,m_RT ~ country +  Letters_n + logBNC,0.212,0.036,0.406,-0.0903020610595857,149.15,0.207,1176.6,cor_bnc_skipgram_50_r5m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_50_r5,m_RT ~ country +  Letters_n + logBNC,0.213,0.019,0.421,-0.0903020610595857,152,0.201,1177.8,bnc,cor,lowercase,skipgram,r_05,50,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_500_r1,m_RT ~ country +  Letters_n + logBNC,-0.009,-0.196,0.202,-0.135194962394886,28.9,0.849,1178.3,cor_bnc_skipgram_500_r1m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_500_r1,m_RT ~ country +  Letters_n + logBNC,-0.007,-0.196,0.19,-0.135194962394886,32.16,0.833,1179.5,bnc,cor,lowercase,skipgram,r_01,500,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_500_r10,m_RT ~ country +  Letters_n + logBNC,-0.118,-0.295,0.101,-0.0884591598273269,134.05,0.453,1177.7,cor_bnc_skipgram_500_r10m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_500_r10,m_RT ~ country +  Letters_n + logBNC,-0.118,-0.295,0.113,-0.0884591598273269,135.91,0.449,1178.9,bnc,cor,lowercase,skipgram,r_10,500,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_500_r3,m_RT ~ country +  Letters_n + logBNC,-0.029,-0.232,0.176,-0.0705127933122615,95.86,0.545,1177.9,cor_bnc_skipgram_500_r3m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_500_r3,m_RT ~ country +  Letters_n + logBNC,-0.028,-0.227,0.17,-0.0705127933122615,97.74,0.54,1179.1,bnc,cor,lowercase,skipgram,r_03,500,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_500_r5,m_RT ~ country +  Letters_n + logBNC,-0.111,-0.307,0.082,-0.113211603618436,98.3,0.557,1178,cor_bnc_skipgram_500_r5m_RT ~ country +  Letters_n + logBNC,cor_bnc_skipgram_500_r5,m_RT ~ country +  Letters_n + logBNC,-0.111,-0.283,0.104,-0.113211603618436,100.04,0.553,1179.2,bnc,cor,lowercase,skipgram,r_05,500,predict,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country +  Letters_n + logBNC,-0.48,-0.607,-0.342,-0.013905122973941,-325.14,0.023,1172.8,cor_llama_2_13b_chat_Q5_K_S_pairsm_RT ~ country +  Letters_n + logBNC,cor_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country +  Letters_n + logBNC,-0.479,-0.615,-0.372,-0.013905122973941,-326.9,0.023,1174,bnc,cor,lowercase,llama_2_13b_chat_Q5_K_S,r_4096,5120,llm,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country +  Letters_n + logBNC,-0.51,-0.623,-0.394,-0.0167109922783401,-349.5,0.009,1171.2,cor_llama_2_13b_chat_Q5_K_S_pairs_names_Upperm_RT ~ country +  Letters_n + logBNC,cor_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country +  Letters_n + logBNC,-0.509,-0.611,-0.39,-0.0167109922783401,-351.13,0.01,1172.4,bnc,cor,capitalized,llama_2_13b_chat_Q5_K_S,r_4096,5120,llm,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logBNC,-0.527,-0.641,-0.367,0.0247334898088676,-470.14,0.001,1167.1,cor_llama_2_7b_chat_Q4_K_M_pairsm_RT ~ country +  Letters_n + logBNC,cor_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logBNC,-0.526,-0.656,-0.392,0.0247334898088676,-473.45,0.001,1168.3,bnc,cor,lowercase,llama_2_7b_chat_Q4_K_M,r_4096,4096,llm,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logBNC,-0.619,-0.721,-0.513,0.0052941979563628,-416.84,0,1155.8,cor_llama_2_7b_chat_Q4_K_M_pairs_names_Upperm_RT ~ country +  Letters_n + logBNC,cor_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logBNC,-0.618,-0.708,-0.514,0.0052941979563628,-418.68,0,1157.1,bnc,cor,capitalized,llama_2_7b_chat_Q4_K_M,r_4096,4096,llm,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logBNC,-0.465,-0.592,-0.351,-0.00250731280508673,-448.15,0.015,1172,cor_mistral_7b_v0_1_Q4_K_M_pairsm_RT ~ country +  Letters_n + logBNC,cor_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logBNC,-0.463,-0.588,-0.329,-0.00250731280508673,-448.51,0.015,1173.3,bnc,cor,lowercase,mistral_7b_v0_1_Q4_K_M,r_4096,4096,llm,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logBNC,-0.589,-0.684,-0.48,0.00668072548873897,-561.31,0,1161.5,cor_mistral_7b_v0_1_Q4_K_M_pairs_names_Upperm_RT ~ country +  Letters_n + logBNC,cor_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logBNC,-0.587,-0.681,-0.466,0.00668072548873897,-561.8,0,1162.9,bnc,cor,capitalized,mistral_7b_v0_1_Q4_K_M,r_4096,4096,llm,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country +  Letters_n + logBNC,-0.48,-0.598,-0.348,-0.0138898539856878,-325.88,0.022,1172.8,cos_llama_2_13b_chat_Q5_K_S_pairsm_RT ~ country +  Letters_n + logBNC,cos_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country +  Letters_n + logBNC,-0.479,-0.593,-0.367,-0.0138898539856878,-327.63,0.022,1174,bnc,cos,lowercase,llama_2_13b_chat_Q5_K_S,r_4096,5120,llm,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country +  Letters_n + logBNC,-0.511,-0.607,-0.408,-0.0166614547277141,-350.17,0.009,1171.2,cos_llama_2_13b_chat_Q5_K_S_pairs_names_Upperm_RT ~ country +  Letters_n + logBNC,cos_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country +  Letters_n + logBNC,-0.51,-0.614,-0.392,-0.0166614547277141,-351.79,0.009,1172.4,bnc,cos,capitalized,llama_2_13b_chat_Q5_K_S,r_4096,5120,llm,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logBNC,-0.527,-0.646,-0.381,0.0248067222993508,-470.12,0.001,1167.1,cos_llama_2_7b_chat_Q4_K_M_pairsm_RT ~ country +  Letters_n + logBNC,cos_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logBNC,-0.526,-0.66,-0.388,0.0248067222993508,-473.44,0.001,1168.3,bnc,cos,lowercase,llama_2_7b_chat_Q4_K_M,r_4096,4096,llm,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logBNC,-0.619,-0.726,-0.482,0.00531946299137033,-416.96,0,1155.8,cos_llama_2_7b_chat_Q4_K_M_pairs_names_Upperm_RT ~ country +  Letters_n + logBNC,cos_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logBNC,-0.618,-0.721,-0.501,0.00531946299137033,-418.8,0,1157.1,bnc,cos,capitalized,llama_2_7b_chat_Q4_K_M,r_4096,4096,llm,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logBNC,-0.463,-0.598,-0.312,-0.00259980142361993,-444.92,0.016,1172.1,cos_mistral_7b_v0_1_Q4_K_M_pairsm_RT ~ country +  Letters_n + logBNC,cos_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logBNC,-0.462,-0.573,-0.344,-0.00259980142361993,-445.29,0.016,1173.4,bnc,cos,lowercase,mistral_7b_v0_1_Q4_K_M,r_4096,4096,llm,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logBNC,-0.588,-0.697,-0.475,0.00661334630211045,-560.76,0,1161.6,cos_mistral_7b_v0_1_Q4_K_M_pairs_names_Upperm_RT ~ country +  Letters_n + logBNC,cos_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logBNC,-0.586,-0.691,-0.469,0.00661334630211045,-561.26,0,1163,bnc,cos,capitalized,mistral_7b_v0_1_Q4_K_M,r_4096,4096,llm,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
