lmd_A,baseline_A,corLDMmRT_A,corLDMmRT_CI_lower_A,corLDMmRT_CI_upper_A,corLDM_congruent_A,coef_A,p_value_A,BIC_A,ext_model,lmd_B,baseline_B,corLDMmRT_B,corLDMmRT_CI_lower_B,corLDMmRT_CI_upper_B,corLDM_congruent_B,coef_B,p_value_B,BIC_B,corpora,measure,stimuli,model,window_radius,embedding_size,family,base_BIC_A,base_BIC_B,C1_corr_dir,C0_bAB,C2_B_inCI,C1C2,C3_AB_pvalue,C1C2C3,C4_dBIC_AB,C1C2C3C4
cor_bnc_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.143,-0.074,0.322,-0.119135127889056,981.46,0.3,1181.6,cor_bnc_ppmi_None_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.145,-0.052,0.316,-0.119135127889056,1016.41,0.286,1182.7,bnc,cor,lowercase,ppmi_None,r_10,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.176,-0.382,0.037,-0.0395713407207588,-770,0.507,1182.3,cor_bnc_ppmi_None_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.173,-0.378,0.036,-0.0395713407207588,-727.02,0.534,1183.6,bnc,cor,lowercase,ppmi_None,r_03,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.066,-0.276,0.156,-0.0866563440078693,-249.74,0.81,1182.7,cor_bnc_ppmi_None_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.063,-0.257,0.15,-0.0866563440078693,-201.44,0.847,1183.9,bnc,cor,lowercase,ppmi_None,r_05,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.35,-0.454,-0.25,0.26903074941367,-193611.4,0,1159.6,cor_bnc_probability_ratios_None_r1m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.351,-0.465,-0.226,0.26903074941367,-195346.74,0,1160.7,bnc,cor,lowercase,probability_ratios_None,r_01,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.251,0.037,0.416,-0.169686355626178,7972.02,0.054,1178.8,cor_bnc_probability_ratios_None_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.253,0.08,0.43,-0.169686355626178,8145.06,0.05,1179.9,bnc,cor,lowercase,probability_ratios_None,r_10,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.186,-0.036,0.388,-0.176322397035146,5012.25,0.291,1181.6,cor_bnc_probability_ratios_None_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.189,-0.04,0.364,-0.176322397035146,5199.54,0.276,1182.7,bnc,cor,lowercase,probability_ratios_None,r_03,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.121,-0.09,0.296,-0.282733335898993,5262.33,0.305,1181.6,cor_bnc_probability_ratios_None_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.126,-0.06,0.293,-0.282733335898993,5631.4,0.275,1182.7,bnc,cor,lowercase,probability_ratios_None,r_05,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.024,-0.213,0.209,-0.12125311392306,24.14,0.826,1182.7,cor_bnc_skipgram_100_r1m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.022,-0.267,0.191,-0.12125311392306,25.79,0.816,1183.9,bnc,cor,lowercase,skipgram,r_01,100,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.147,-0.034,0.33,-0.241976221037885,266.16,0.07,1179.2,cor_bnc_skipgram_100_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.147,-0.022,0.306,-0.241976221037885,270.03,0.067,1180.4,bnc,cor,lowercase,skipgram,r_10,100,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.043,-0.181,0.265,-0.155877051679834,112.75,0.35,1181.8,cor_bnc_skipgram_100_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.044,-0.169,0.249,-0.155877051679834,115.72,0.341,1183,bnc,cor,lowercase,skipgram,r_03,100,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.123,-0.094,0.334,-0.138198452529051,220.01,0.103,1179.9,cor_bnc_skipgram_100_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.124,-0.084,0.316,-0.138198452529051,224.43,0.098,1181,bnc,cor,lowercase,skipgram,r_05,100,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.071,-0.269,0.151,-0.116325934833354,-0.13,0.999,1182.8,cor_bnc_skipgram_200_r1m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.069,-0.252,0.119,-0.116325934833354,2.27,0.986,1184,bnc,cor,lowercase,skipgram,r_01,200,predict,1178.2,1179.41,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.005,-0.204,0.216,-0.150286262594135,186.47,0.233,1181.2,cor_bnc_skipgram_200_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.005,-0.204,0.202,-0.150286262594135,190,0.227,1182.4,bnc,cor,lowercase,skipgram,r_10,200,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.056,-0.259,0.126,-0.0732513446887955,23.78,0.854,1182.7,cor_bnc_skipgram_200_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.055,-0.243,0.15,-0.0732513446887955,25.85,0.842,1183.9,bnc,cor,lowercase,skipgram,r_03,200,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.037,-0.206,0.168,-0.13374431668317,77.34,0.56,1182.4,cor_bnc_skipgram_200_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.036,-0.242,0.186,-0.13374431668317,80.77,0.545,1183.6,bnc,cor,lowercase,skipgram,r_05,200,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.001,-0.175,0.188,-0.151801554100893,66.19,0.647,1182.5,cor_bnc_skipgram_300_r1m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.002,-0.237,0.208,-0.151801554100893,68.86,0.636,1183.7,bnc,cor,lowercase,skipgram,r_01,300,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.031,-0.257,0.213,-0.101932631832423,199.76,0.238,1181.3,cor_bnc_skipgram_300_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.03,-0.24,0.154,-0.101932631832423,203.53,0.232,1182.4,bnc,cor,lowercase,skipgram,r_10,300,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.053,-0.292,0.156,-0.128306715451273,41.04,0.774,1182.7,cor_bnc_skipgram_300_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.052,-0.277,0.166,-0.128306715451273,43.3,0.763,1183.9,bnc,cor,lowercase,skipgram,r_03,300,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.093,-0.337,0.161,-0.0870446586119433,70.09,0.642,1182.5,cor_bnc_skipgram_300_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.094,-0.296,0.106,-0.0870446586119433,70.47,0.643,1183.7,bnc,cor,lowercase,skipgram,r_05,300,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.098,-0.287,0.115,-0.0952439092690531,-12.81,0.906,1182.7,cor_bnc_skipgram_50_r1m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.096,-0.315,0.135,-0.0952439092690531,-10.78,0.921,1184,bnc,cor,lowercase,skipgram,r_01,50,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.178,0.001,0.37,-0.205685432625185,221.57,0.072,1179.3,cor_bnc_skipgram_50_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.18,-0.026,0.369,-0.205685432625185,226.44,0.068,1180.4,bnc,cor,lowercase,skipgram,r_10,50,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_50_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.105,-0.086,0.3,-0.182916434766251,86.68,0.451,1182.2,cor_bnc_skipgram_50_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_50_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.106,-0.089,0.316,-0.182916434766251,89.37,0.44,1183.3,bnc,cor,lowercase,skipgram,r_03,50,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_50_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.212,0.052,0.392,-0.0903020610595857,146.77,0.218,1181.1,cor_bnc_skipgram_50_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_50_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.213,0.036,0.399,-0.0903020610595857,149.77,0.212,1182.3,bnc,cor,lowercase,skipgram,r_05,50,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_500_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.009,-0.197,0.18,-0.135194962394886,24.51,0.873,1182.7,cor_bnc_skipgram_500_r1m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_500_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.007,-0.225,0.171,-0.135194962394886,27.99,0.856,1183.9,bnc,cor,lowercase,skipgram,r_01,500,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.118,-0.283,0.053,-0.0884591598273269,127.9,0.48,1182.2,cor_bnc_skipgram_500_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.118,-0.288,0.076,-0.0884591598273269,130.16,0.475,1183.4,bnc,cor,lowercase,skipgram,r_10,500,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.029,-0.224,0.166,-0.0705127933122615,89.99,0.575,1182.4,cor_bnc_skipgram_500_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.028,-0.246,0.151,-0.0705127933122615,92.22,0.568,1183.6,bnc,cor,lowercase,skipgram,r_03,500,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_bnc_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.111,-0.3,0.07,-0.113211603618436,92.38,0.586,1182.4,cor_bnc_skipgram_500_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_bnc_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.111,-0.285,0.105,-0.113211603618436,94.45,0.58,1183.6,bnc,cor,lowercase,skipgram,r_05,500,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.48,-0.601,-0.359,-0.013905122973941,-328.55,0.025,1177.4,cor_llama_2_13b_chat_Q5_K_S_pairsm_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.479,-0.602,-0.359,-0.013905122973941,-330.85,0.025,1178.6,bnc,cor,lowercase,,-,None,,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.51,-0.625,-0.394,-0.0167109922783401,-357.81,0.01,1175.7,cor_llama_2_13b_chat_Q5_K_S_pairs_names_Upperm_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.509,-0.615,-0.413,-0.0167109922783401,-360.04,0.01,1176.9,bnc,cor,capitalized,,-,None,,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.527,-0.665,-0.37,0.0247334898088676,-510.97,0.001,1171,cor_llama_2_7b_chat_Q4_K_M_pairsm_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.526,-0.646,-0.395,0.0247334898088676,-515.57,0.001,1172.2,bnc,cor,lowercase,,-,None,,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.619,-0.723,-0.507,0.0052941979563628,-438.94,0,1159.4,cor_llama_2_7b_chat_Q4_K_M_pairs_names_Upperm_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.618,-0.727,-0.493,0.0052941979563628,-441.32,0,1160.6,bnc,cor,capitalized,,-,None,,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.465,-0.593,-0.326,-0.00250731280508673,-465.73,0.015,1176.5,cor_mistral_7b_v0_1_Q4_K_M_pairsm_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.463,-0.576,-0.316,-0.00250731280508673,-466.95,0.016,1177.7,bnc,cor,lowercase,,-,None,,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.589,-0.684,-0.48,0.00668072548873897,-608.29,0,1164.9,cor_mistral_7b_v0_1_Q4_K_M_pairs_names_Upperm_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.587,-0.678,-0.483,0.00668072548873897,-609.62,0,1166.3,bnc,cor,capitalized,,-,None,,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.48,-0.606,-0.339,-0.0138898539856878,-329.36,0.024,1177.3,cos_llama_2_13b_chat_Q5_K_S_pairsm_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.479,-0.59,-0.358,-0.0138898539856878,-331.65,0.024,1178.5,bnc,cos,lowercase,,-,None,,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.511,-0.627,-0.402,-0.0166614547277141,-358.54,0.01,1175.7,cos_llama_2_13b_chat_Q5_K_S_pairs_names_Upperm_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.51,-0.618,-0.383,-0.0166614547277141,-360.76,0.01,1176.9,bnc,cos,capitalized,,-,None,,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.527,-0.636,-0.369,0.0248067222993508,-510.93,0.001,1171,cos_llama_2_7b_chat_Q4_K_M_pairsm_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.526,-0.622,-0.406,0.0248067222993508,-515.53,0.001,1172.2,bnc,cos,lowercase,,-,None,,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.619,-0.716,-0.486,0.00531946299137033,-439.05,0,1159.4,cos_llama_2_7b_chat_Q4_K_M_pairs_names_Upperm_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.618,-0.717,-0.493,0.00531946299137033,-441.44,0,1160.6,bnc,cos,capitalized,,-,None,,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.463,-0.585,-0.336,-0.00259980142361993,-461.93,0.016,1176.6,cos_mistral_7b_v0_1_Q4_K_M_pairsm_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.462,-0.597,-0.339,-0.00259980142361993,-463.17,0.017,1177.8,bnc,cos,lowercase,,-,None,,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.588,-0.685,-0.478,0.00661334630211045,-607.35,0,1165,cos_mistral_7b_v0_1_Q4_K_M_pairs_names_Upperm_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.586,-0.681,-0.46,0.00661334630211045,-608.69,0,1166.4,bnc,cos,capitalized,,-,None,,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.375,-0.519,-0.211,-0.0187983453387059,-2.63,0.215,1181.1,euc_llama_2_13b_chat_Q5_K_S_pairsm_RT ~ country + Letters_n + Syllables_n+ logBNC,euc_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.375,-0.492,-0.237,-0.0187983453387059,-2.66,0.213,1182.3,bnc,euc,lowercase,,-,None,,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.443,-0.58,-0.308,-0.0209598886744024,-3.63,0.081,1179.5,euc_llama_2_13b_chat_Q5_K_S_pairs_names_Upperm_RT ~ country + Letters_n + Syllables_n+ logBNC,euc_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.442,-0.555,-0.321,-0.0209598886744024,-3.66,0.081,1180.7,bnc,euc,capitalized,,-,None,,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.264,-0.435,-0.059,0.0259036815500879,-0.02,0.99,1182.8,euc_llama_2_7b_chat_Q4_K_M_pairsm_RT ~ country + Letters_n + Syllables_n+ logBNC,euc_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.268,-0.444,-0.062,0.0259036815500879,-0.14,0.928,1184,bnc,euc,lowercase,,-,None,,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.46,-0.588,-0.313,0.0144419218396562,-2.45,0.035,1178,euc_llama_2_7b_chat_Q4_K_M_pairs_names_Upperm_RT ~ country + Letters_n + Syllables_n+ logBNC,euc_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.461,-0.594,-0.322,0.0144419218396562,-2.52,0.032,1179,bnc,euc,capitalized,,-,None,,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.395,-0.529,-0.235,-0.000988465401822249,-1.08,0.024,1177.3,euc_mistral_7b_v0_1_Q4_K_M_pairsm_RT ~ country + Letters_n + Syllables_n+ logBNC,euc_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.392,-0.53,-0.262,-0.000988465401822249,-1.07,0.026,1178.6,bnc,euc,lowercase,,-,None,,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.597,-0.696,-0.508,0.0052161415008312,-1.84,0,1162.4,euc_mistral_7b_v0_1_Q4_K_M_pairs_names_Upperm_RT ~ country + Letters_n + Syllables_n+ logBNC,euc_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.594,-0.687,-0.487,0.0052161415008312,-1.84,0,1164,bnc,euc,capitalized,,-,None,,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_glove_6B_300d_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.283,-0.455,-0.097,-0.0478412240573369,-146.08,0.26,1181.4,cor_glove_6B_300d_pairsm_RT ~ country + Letters_n + Syllables_n+ logBNC,cor_glove_6B_300d_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.282,-0.451,-0.082,-0.0478412240573369,-144.46,0.269,1182.7,bnc,cor,lowercase,glove_6B_300d,r_global,300,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
